,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
100,-431.89468,189.59306,-58.83361,10.620337,-21.445887,6.3708487,-29.529753,-7.1716337,-6.5852017,-17.428295,-4.026446,-3.4507446,-7.9051824
101,-422.64972,178.76186,-51.511047,5.020046,-16.227764,-1.8909932,-24.132267,-8.855886,-4.011359,-18.508715,1.2491444,-4.6813145,-6.737948
102,-426.10968,187.53207,-58.585316,10.127057,-19.851147,3.2102726,-28.50416,-6.028844,-5.5732536,-17.015385,0.18366575,-3.6874015,-6.2786784
103,-423.31665,192.1873,-61.21614,8.805977,-20.219322,5.825711,-30.287611,-7.058604,-6.1583633,-18.452635,-3.236726,-3.1057353,-6.8254986
104,-431.6878,183.50653,-60.28146,15.810237,-25.916178,5.2054334,-29.574162,-2.6654625,-10.381675,-15.292635,-0.9122564,-4.781965,-8.671253
105,-428.357,187.16832,-61.448215,10.208523,-23.504503,4.464401,-30.080997,-7.2452784,-8.455054,-16.876646,-2.528238,-4.8215623,-7.8312726
106,-423.2449,189.88739,-56.89839,12.934107,-17.473108,2.1026695,-27.47482,-5.3475113,-4.9383984,-15.164207,0.487436,-2.6569686,-5.278554
107,-414.95987,184.53409,-59.985535,11.3527155,-22.833988,-0.24445562,-27.91244,-5.0857897,-6.93034,-17.406078,0.9091036,-6.212834,-6.7521167
108,-415.7609,183.11337,-53.038628,8.058415,-15.140916,-2.7955103,-24.573792,-7.9700046,-3.8016415,-17.668606,0.86494774,-3.728729,-5.640359
109,-429.62888,191.60382,-61.541367,9.322768,-22.608263,4.6690774,-32.101124,-8.170159,-7.292085,-18.50119,-2.52414,-4.4329653,-7.616004
110,-422.13373,177.18073,-49.79884,3.9413857,-17.307276,-3.8004854,-24.550638,-12.670392,-5.2198954,-19.103302,-0.066661604,-6.0745373,-7.487354
111,-418.53806,184.10744,-51.062836,6.3999953,-16.447065,-2.7487588,-27.020731,-11.324455,-5.9641056,-20.233118,-0.22547995,-6.3723497,-7.6649833
112,-412.7935,177.85805,-44.314606,3.6668549,-14.499484,-7.3236723,-25.943853,-13.042199,-7.124188,-21.83928,-0.95665675,-8.603094,-10.001369
113,-420.89423,183.74551,-50.29716,5.1493425,-18.773586,-2.9487367,-27.857695,-13.507285,-6.357848,-20.371809,-1.1162591,-6.735325,-7.695104
114,-427.7006,176.28514,-49.503937,7.2856226,-19.335728,-1.9804488,-25.22986,-12.789165,-6.8561845,-18.273779,0.68017554,-7.132453,-7.741833
115,-417.4668,176.83034,-48.98706,1.3584241,-16.58452,-5.237685,-25.959677,-13.411107,-6.7011914,-20.86524,0.06259957,-7.1764927,-8.97253
116,-427.03445,181.09134,-51.81154,7.5940285,-21.803802,-2.0499809,-26.559383,-11.2166605,-7.5976653,-19.101255,0.12324608,-7.5864086,-7.3580804
117,-420.39954,184.76358,-51.147213,2.6192136,-13.775172,-2.2455971,-26.529543,-12.292391,-4.2547073,-20.028976,-0.8866245,-4.544112,-7.238772
118,-412.71375,177.55281,-47.59659,-0.2785875,-15.575368,-6.2427974,-25.260483,-14.383181,-6.1941133,-21.249426,-2.0816371,-6.3710313,-8.758709
119,-409.93082,175.88356,-42.512314,-2.0770407,-9.837024,-8.376347,-23.805565,-13.74753,-4.6544976,-19.34236,-1.3846416,-4.8145123,-9.142147
120,-416.17087,182.59085,-49.38603,3.1955802,-14.553367,-4.566706,-26.015108,-12.028464,-4.8988123,-19.657003,-0.09585464,-5.410812,-7.700433
121,-423.34116,187.86856,-55.862705,8.471458,-19.526394,-0.37065363,-28.925137,-9.253617,-5.8288927,-18.697319,0.5293472,-5.093904,-6.313399
122,-411.70944,179.26352,-43.580887,-0.77688974,-11.642332,-7.6869907,-24.724966,-13.92398,-4.779132,-19.959167,-1.4756289,-5.0051,-9.041308
123,-415.8006,180.74438,-47.286144,2.3033137,-15.496683,-5.630162,-25.623539,-12.684344,-5.4837637,-19.848776,-0.321699,-6.103644,-8.27681
124,-413.83743,180.92717,-44.956657,2.151508,-12.700723,-5.4104133,-24.714409,-13.786165,-5.455018,-20.458813,-1.7793027,-5.6167655,-8.632876
125,-408.48166,179.95186,-40.60836,3.0724967,-17.331436,-6.583838,-22.280745,-14.863419,-6.7629466,-19.590145,-3.0386806,-8.546917,-8.611197
126,-407.89316,174.84668,-41.36659,-0.93329024,-15.281647,-9.958713,-23.854095,-13.129742,-6.0124664,-20.342854,-1.3188022,-7.0525737,-9.450536
127,-415.0808,189.32994,-49.373283,5.1095934,-14.734719,-3.4589596,-27.360409,-11.633644,-4.9763913,-19.823938,-1.053257,-5.172164,-7.4108567
128,-416.40967,187.70308,-48.833908,2.6283944,-15.331616,-2.7433057,-26.975462,-14.1361065,-5.4939117,-21.889132,-3.369419,-6.1723804,-7.9075737
129,-412.4581,182.69984,-42.774216,1.2424595,-12.6543455,-5.525969,-24.071728,-14.141467,-5.133286,-20.140533,-1.5397723,-5.0095925,-8.188056
130,-411.77008,188.31473,-48.08445,2.1826384,-14.864609,-2.8443744,-25.028969,-12.471166,-3.7089722,-20.593443,-2.3512232,-4.881444,-6.9506545
131,-420.83643,186.33238,-54.384144,7.1158376,-17.630861,-1.0857197,-27.706238,-9.966675,-5.1907845,-19.472393,0.11522883,-5.1606445,-6.6356173
132,-411.73843,183.09526,-43.493126,1.0694728,-13.323309,-6.457223,-24.437826,-13.843716,-5.2221756,-20.561342,-1.7259973,-5.9392953,-8.830483
133,-412.67203,184.22096,-44.572464,1.7704818,-13.681774,-5.8544497,-24.295338,-13.158359,-5.862155,-20.316751,-0.95419437,-6.1510262,-8.514532
134,-412.57013,189.516,-44.096874,3.1373374,-11.159387,-2.6761854,-24.792566,-13.358521,-4.418513,-20.489168,-2.1578581,-4.353635,-7.4520817
135,-410.38416,176.52916,-41.23033,-1.8919257,-9.3412075,-7.6813264,-22.366537,-13.153071,-4.229238,-18.969248,-0.92974204,-3.9579709,-8.692002
136,-413.13812,177.58174,-44.231407,-0.7345697,-10.660509,-6.7893605,-23.042028,-13.180036,-4.333807,-19.514273,-0.70814216,-4.0188975,-8.460119
137,-413.8354,180.98036,-45.923042,2.5860732,-12.585442,-5.383777,-24.230942,-12.366614,-5.028141,-20.114656,-0.66338336,-5.510435,-8.38328
138,-408.75967,174.74791,-39.85901,-3.7450721,-8.391056,-8.794851,-23.062016,-14.484574,-5.2075014,-19.751425,-1.7263402,-3.8011677,-9.426625
139,-408.41547,173.53203,-40.082188,-3.854679,-14.690258,-10.125903,-22.724136,-14.122226,-6.28513,-19.792883,-1.0408053,-6.4146805,-9.299989
140,-409.73,177.5557,-42.04115,-0.62430125,-10.346598,-7.6688223,-22.73134,-13.569237,-4.8391056,-19.686287,-1.7186121,-4.790322,-8.52313
141,-417.78577,182.85847,-51.04816,3.909047,-14.958385,-3.1322057,-26.024282,-11.559103,-4.7564664,-19.540022,0.021802103,-5.129631,-7.2519317
142,-420.0591,183.85364,-51.097668,4.583443,-17.77843,-2.3023522,-27.132896,-12.573018,-6.391493,-21.190998,-1.5426512,-7.00837,-8.191906
143,-409.7228,169.38159,-42.791695,0.072388045,-13.920731,-9.791572,-23.080578,-11.850571,-7.045144,-20.883146,0.23375954,-6.179303,-9.214591
144,-408.13882,172.88087,-37.82084,-5.882213,-8.925197,-10.07447,-22.797987,-14.584654,-5.1405725,-19.441523,-2.1867883,-3.8335257,-9.681201
145,-408.31052,177.35976,-41.329628,-0.84287363,-11.345789,-9.091089,-23.393068,-13.751978,-5.461383,-20.204767,-2.0022695,-5.6243844,-9.594767
146,-408.00446,174.43085,-38.846073,-5.237279,-8.6759205,-9.591874,-23.180857,-14.628155,-5.241476,-19.976858,-2.630921,-4.186707,-9.881456
147,-411.79037,166.94473,-39.27598,-1.5256677,-12.347172,-9.748845,-22.00519,-14.763899,-6.9349885,-20.043198,-1.522248,-6.425889,-10.355515
148,-419.1875,188.7206,-48.733925,5.2195873,-12.859422,-3.2908719,-25.730852,-11.052714,-4.187802,-18.279285,0.52841926,-3.8851585,-6.752282
149,-412.37927,180.61343,-45.09904,1.166259,-12.54784,-6.532183,-24.716139,-12.858818,-4.5600896,-19.826515,-0.89862275,-4.769843,-8.130085
150,-419.76816,185.49411,-53.59417,9.053962,-18.593037,-3.3681817,-27.016083,-7.5511236,-5.405304,-18.323662,1.7290789,-5.3049173,-6.2270913
151,-417.3131,184.70291,-47.237072,0.09282495,-11.149752,-4.7014084,-25.757786,-13.121212,-3.1307979,-19.415749,-0.7867427,-3.4046478,-7.6413383
152,-423.60687,187.35225,-55.027775,6.575097,-19.37828,0.6407597,-28.829447,-11.194934,-6.086291,-20.326504,-1.6897303,-6.014504,-6.7417464
153,-410.6922,170.97736,-38.906616,-3.5581648,-7.7934813,-8.970844,-21.87843,-14.004991,-5.1078324,-19.366407,-1.8234588,-3.750202,-9.387408
154,-417.9643,181.77931,-50.25068,4.5680213,-16.444466,-2.5337656,-25.83542,-13.271346,-6.011518,-20.989862,-1.2343112,-5.8971214,-7.4874525
155,-419.44034,176.84698,-46.61477,1.9645815,-15.288027,-4.4888034,-24.287655,-12.79509,-5.2730436,-20.791685,-1.1186246,-5.9690657,-8.148163
156,-420.7913,179.82579,-49.787487,7.3897386,-20.235796,-3.8328805,-26.806396,-11.748305,-7.5699224,-20.791586,0.05305215,-7.7897973,-8.006181
157,-417.38788,184.53886,-48.00694,5.1524777,-15.80763,-1.373023,-26.278183,-12.783611,-5.7848215,-20.346739,-0.93587124,-6.2161136,-7.9761887
158,-417.3095,180.40062,-46.245438,2.906386,-13.564156,-5.128152,-24.987476,-12.650867,-5.5315266,-20.613749,-1.1039739,-5.907999,-8.519412
159,-419.44592,176.84647,-43.324577,1.2307528,-12.645951,-5.347164,-24.162758,-14.90082,-6.381314,-21.991032,-2.7563295,-6.751898,-9.722734
160,-424.0543,176.14703,-47.696625,5.4153647,-16.868093,-3.8778331,-23.93152,-11.330144,-6.5599203,-20.75126,-0.1823918,-7.0950537,-8.604703
161,-402.1962,161.62575,-34.16896,-7.6615434,-8.110995,-12.718025,-20.455107,-13.47238,-6.7862544,-18.647104,-2.2424107,-3.9474068,-10.112633
162,-417.63098,185.1895,-50.879696,6.392166,-15.079954,-3.534976,-26.51341,-11.775194,-4.9577613,-20.000063,-1.0290248,-5.0135164,-7.746364
163,-402.49707,168.48758,-38.67142,-4.1328287,-9.578602,-8.120811,-22.351067,-15.514465,-6.297324,-19.854958,-3.2900999,-5.205531,-9.842179
